Lead_ID,Location,College,Year_of_Study,Program_Interest,Lead_Source
LD32781,Chennai,Loyola College,4th,Prompt Engineering,WhatsApp
LD32782,Ahmedabad,Indian Institute of Technology Gandhinagar,2nd,Robotics,Collaboration
LD32783,Udaipur,Pacific University,4th,Robotics,Instagram
LD32784,Udaipur,Janardan Rai Nagar Rajasthan Vidyapeeth University,4th,Electric Vehicle,College
LD32785,Chennai,Anna University,1st,Accounting,Instagram
LD32786,Bangalore,Christ University,4th,Electric Vehicle,College
LD32787,Kolkata,University of Calcutta,2nd,Software Engineering,WhatsApp
LD32788,Pune,Fergusson College,3rd,Data Analytics,College
LD32789,Shimla,"DAV Centenary Public School, Shimla",3rd,AI,WhatsApp
LD32790,Lucknow,King George's Medical University,4th,Accounting,Collaboration
LD32791,Mysore,JSS Academy of Higher Education & Research,1st,Business Analytics,WhatsApp
LD32792,Agra,St. John's College,1st,Prompt Engineering,Collaboration
LD32793,Lucknow,University of Lucknow,1st,Business Analytics,Instagram
LD32794,Shimla,"DAV Centenary Public School, Shimla",3rd,AI,College
LD32795,Jaipur,Manipal University Jaipur,3rd,AI,Google Form
LD32796,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",4th,Data Science,Google Form
LD32797,Kolkata,Indian Institute of Technology Kharagpur,1st,AI,College
LD32798,Goa,Padre Conceicao College of Engineering,1st,Electric Vehicle,WhatsApp
LD32799,Lucknow,University of Lucknow,3rd,Accounting,LinkedIn
LD32800,Lucknow,Indian Institute of Management Lucknow,4th,Robotics,College
LD32801,Udaipur,Janardan Rai Nagar Rajasthan Vidyapeeth University,3rd,Electric Vehicle,Google Form
LD32802,Amritsar,Guru Nanak Dev University,3rd,Software Engineering,LinkedIn
LD32803,Amritsar,BBK DAV College for Women,1st,Accounting,Google Form
LD32804,Srinagar,University of Kashmir,2nd,Finance,Instagram
LD32805,Lucknow,Indian Institute of Management Lucknow,1st,Business Analytics,LinkedIn
LD32806,Amritsar,BBK DAV College for Women,3rd,Prompt Engineering,Collaboration
LD32807,Chennai,Loyola College,3rd,Robotics,Mass-Mailing
LD32808,Bangalore,Indian Institute of Management Bangalore,4th,Data Science,Google Form
LD32809,Amritsar,"Hindu College, Amritsar",4th,Prompt Engineering,College
LD32810,Pune,Symbiosis International University,2nd,Electric Vehicle,College
LD32811,Goa,Padre Conceicao College of Engineering,1st,Prompt Engineering,Instagram
LD32812,Shimla,Indira Gandhi Medical College,3rd,Software Engineering,WhatsApp
LD32813,Varanasi,Banaras Hindu University,4th,AI,College
LD32814,Goa,Goa College of Engineering,2nd,Prompt Engineering,College
LD32815,Amritsar,Sri Guru Ram Das University of Health Sciences,2nd,Robotics,Instagram
LD32816,Delhi,Jamia Millia Islamia,1st,Accounting,Collaboration
LD32817,Agra,Dr. Bhimrao Ambedkar University,4th,Robotics,Instagram
LD32818,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",1st,Accounting,Google Form
LD32819,Chennai,University of Madras,1st,Electric Vehicle,Collaboration
LD32820,Goa,National Institute of Oceanography,3rd,Data Analytics,WhatsApp
LD32821,Shimla,Indira Gandhi Medical College,2nd,Prompt Engineering,Mass-Mailing
LD32822,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",4th,Finance,LinkedIn
LD32823,Mysore,"National Institute of Engineering, Mysore",3rd,Business Analytics,College
LD32824,Bangalore,Christ University,2nd,Data Science,Collaboration
LD32825,Mumbai,Tata Institute of Social Sciences,2nd,Data Analytics,Mass-Mailing
LD32826,Goa,National Institute of Oceanography,3rd,Robotics,WhatsApp
LD32827,Ahmedabad,Gujarat University,3rd,AI,Google Form
LD32828,Jaipur,Malaviya National Institute of Technology Jaipur,4th,Prompt Engineering,Collaboration
LD32829,Ahmedabad,Gujarat University,1st,Business Analytics,LinkedIn
LD32830,Amritsar,"Hindu College, Amritsar",4th,Software Engineering,Mass-Mailing
LD32831,Ahmedabad,Nirma University,4th,Finance,College
LD32832,Delhi,Jamia Millia Islamia,3rd,Data Science,Mass-Mailing
LD32833,Srinagar,National Institute of Technology Srinagar,1st,Prompt Engineering,Mass-Mailing
LD32834,Varanasi,Ashoka Institute of Technology and Management,3rd,Data Science,WhatsApp
LD32835,Bangalore,Bangalore University,3rd,Prompt Engineering,Google Form
LD32836,Kolkata,University of Calcutta,1st,Software Engineering,WhatsApp
LD32837,Kolkata,University of Calcutta,2nd,Finance,LinkedIn
LD32838,Lucknow,Babasaheb Bhimrao Ambedkar University,2nd,Electric Vehicle,Google Form
LD32839,Agra,Dayalbagh Educational Institute,1st,Data Science,Collaboration
LD32840,Goa,Padre Conceicao College of Engineering,3rd,Finance,College
LD32841,Agra,Agra College,3rd,Software Engineering,WhatsApp
LD32842,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",1st,AI,Mass-Mailing
LD32843,Rishikesh,Uttarakhand Sanskrit University,3rd,Data Science,Collaboration
LD32844,Kolkata,Indian Institute of Technology Kharagpur,3rd,Accounting,Instagram
LD32845,Mumbai,University of Mumbai,1st,Finance,Collaboration
LD32846,Bangalore,Christ University,4th,Software Engineering,College
LD32847,Agra,Agra College,4th,Accounting,Instagram
LD32848,Hyderabad,Indian Institute of Technology Hyderabad,1st,Business Analytics,Mass-Mailing
LD32849,Goa,Padre Conceicao College of Engineering,1st,Business Analytics,Google Form
LD32850,Pune,Indian Institute of Technology Pune,3rd,Finance,Google Form
LD32851,Amritsar,BBK DAV College for Women,4th,Prompt Engineering,College
LD32852,Ahmedabad,Gujarat University,3rd,Data Analytics,Google Form
LD32853,Pune,"College of Engineering, Pune",3rd,Data Analytics,Google Form
LD32854,Delhi,Jawaharlal Nehru University,1st,Finance,WhatsApp
LD32855,Bangalore,Indian Institute of Management Bangalore,4th,Software Engineering,LinkedIn
LD32856,Goa,National Institute of Oceanography,1st,Data Analytics,College
LD32857,Jaipur,"Birla Institute of Technology and Science, Pilani",1st,Electric Vehicle,WhatsApp
LD32858,Mysore,All India Institute of Speech and Hearing,4th,Electric Vehicle,Google Form
LD32859,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",1st,Robotics,Collaboration
LD32860,Udaipur,Maharana Pratap University of Agriculture and Technology,4th,Robotics,WhatsApp
LD32861,Varanasi,Sampurnanand Sanskrit University,2nd,Software Engineering,College
LD32862,Delhi,Indian Institute of Technology Delhi,3rd,Robotics,Mass-Mailing
LD32863,Varanasi,Banaras Hindu University,2nd,Business Analytics,WhatsApp
LD32864,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",2nd,Prompt Engineering,College
LD32865,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,4th,AI,Instagram
LD32866,Chennai,Indian Institute of Technology Madras,2nd,Robotics,Instagram
LD32867,Goa,Goa University,1st,Software Engineering,Google Form
LD32868,Srinagar,Amar Singh College,1st,Data Science,Mass-Mailing
LD32869,Amritsar,Sri Guru Ram Das University of Health Sciences,3rd,Business Analytics,Instagram
LD32870,Mumbai,Indian Institute of Technology Bombay,2nd,Finance,Google Form
LD32871,Jaipur,Malaviya National Institute of Technology Jaipur,1st,Finance,Mass-Mailing
LD32872,Jaipur,Manipal University Jaipur,1st,AI,WhatsApp
LD32873,Bangalore,Christ University,3rd,Finance,Instagram
LD32874,Shimla,"DAV Centenary Public School, Shimla",1st,Finance,Google Form
LD32875,Mumbai,Tata Institute of Social Sciences,2nd,Robotics,Collaboration
LD32876,Lucknow,Babasaheb Bhimrao Ambedkar University,4th,Electric Vehicle,Mass-Mailing
LD32877,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",2nd,Prompt Engineering,WhatsApp
LD32878,Jaipur,"Birla Institute of Technology and Science, Pilani",3rd,Finance,Collaboration
LD32879,Delhi,Jawaharlal Nehru University,4th,Prompt Engineering,College
LD32880,Varanasi,Ashoka Institute of Technology and Management,2nd,AI,LinkedIn
LD32881,Agra,Dayalbagh Educational Institute,1st,Prompt Engineering,College
LD32882,Amritsar,"Khalsa College, Amritsar",3rd,Data Analytics,Instagram
LD32883,Delhi,Jamia Millia Islamia,3rd,Prompt Engineering,WhatsApp
LD32884,Chennai,Loyola College,1st,Accounting,LinkedIn
LD32885,Udaipur,Vidya Bhawan Polytechnic College,4th,Finance,LinkedIn
LD32886,Goa,Goa University,2nd,Prompt Engineering,College
LD32887,Srinagar,"Government Medical College, Srinagar",3rd,Data Analytics,LinkedIn
LD32888,Mysore,Mahajana Education Society,4th,Data Analytics,Mass-Mailing
LD32889,Lucknow,Indian Institute of Management Lucknow,3rd,Prompt Engineering,LinkedIn
LD32890,Kolkata,Indian Statistical Institute,4th,Data Science,Instagram
LD32891,Srinagar,University of Kashmir,3rd,Data Science,College
LD32892,Lucknow,Indian Institute of Management Lucknow,4th,Data Analytics,WhatsApp
LD32893,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",3rd,Electric Vehicle,WhatsApp
LD32894,Amritsar,"Hindu College, Amritsar",3rd,Finance,LinkedIn
LD32895,Lucknow,University of Lucknow,2nd,Finance,Google Form
LD32896,Udaipur,Vidya Bhawan Polytechnic College,4th,Data Science,LinkedIn
LD32897,Delhi,Jawaharlal Nehru University,2nd,Accounting,Instagram
LD32898,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,4th,AI,College
LD32899,Shimla,Indira Gandhi Medical College,2nd,Robotics,LinkedIn
LD32900,Mysore,University of Mysore,3rd,Finance,Collaboration
LD32901,Shimla,Indian Institute of Advanced Study,3rd,Prompt Engineering,Google Form
LD32902,Bangalore,Bangalore University,3rd,Finance,Collaboration
LD32903,Lucknow,Indian Institute of Management Lucknow,3rd,Data Analytics,WhatsApp
LD32904,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",1st,Software Engineering,College
LD32905,Rishikesh,Dev Sanskriti Vishwavidyalaya,1st,Electric Vehicle,Google Form
LD32906,Srinagar,"Government Medical College, Srinagar",4th,Finance,Google Form
LD32907,Varanasi,Ashoka Institute of Technology and Management,3rd,Accounting,Instagram
LD32908,Goa,Goa University,1st,Data Analytics,LinkedIn
LD32909,Amritsar,"Khalsa College, Amritsar",3rd,Prompt Engineering,Mass-Mailing
LD32910,Rishikesh,Dev Sanskriti Vishwavidyalaya,2nd,Prompt Engineering,LinkedIn
LD32911,Shimla,"DAV Centenary Public School, Shimla",4th,AI,College
LD32912,Mysore,All India Institute of Speech and Hearing,2nd,Data Science,Instagram
LD32913,Rishikesh,Dev Sanskriti Vishwavidyalaya,2nd,AI,WhatsApp
LD32914,Agra,Dr. Bhimrao Ambedkar University,1st,Data Science,WhatsApp
LD32915,Jaipur,"Birla Institute of Technology and Science, Pilani",1st,Electric Vehicle,WhatsApp
LD32916,Varanasi,Sampurnanand Sanskrit University,1st,Data Science,Instagram
LD32917,Rishikesh,Dev Sanskriti Vishwavidyalaya,1st,Business Analytics,Instagram
LD32918,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",4th,Accounting,Mass-Mailing
LD32919,Ahmedabad,Indian Institute of Management Ahmedabad,3rd,AI,Collaboration
LD32920,Srinagar,Amar Singh College,1st,Data Analytics,College
LD32921,Udaipur,Pacific University,1st,Robotics,Instagram
LD32922,Kolkata,Indian Institute of Technology Kharagpur,4th,Business Analytics,Google Form
LD32923,Agra,Hindustan College of Science and Technology,1st,Business Analytics,Google Form
LD32924,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,1st,Finance,Instagram
LD32925,Rishikesh,Dev Sanskriti Vishwavidyalaya,4th,Software Engineering,Mass-Mailing
LD32926,Srinagar,National Institute of Technology Srinagar,4th,Accounting,College
LD32927,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",1st,Business Analytics,WhatsApp
LD32928,Jaipur,University of Rajasthan,3rd,Electric Vehicle,Google Form
LD32929,Hyderabad,Osmania University,4th,Prompt Engineering,Collaboration
LD32930,Varanasi,Banaras Hindu University,4th,AI,Mass-Mailing
LD32931,Goa,Goa University,1st,Software Engineering,College
LD32932,Rishikesh,Parmarth Niketan,2nd,AI,Google Form
LD32933,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",3rd,Data Analytics,LinkedIn
LD32934,Amritsar,"Khalsa College, Amritsar",3rd,Prompt Engineering,Collaboration
LD32935,Shimla,Himachal Pradesh University,3rd,Data Science,Instagram
LD32936,Ahmedabad,Gujarat University,3rd,Accounting,College
LD32937,Amritsar,"Hindu College, Amritsar",4th,Prompt Engineering,Collaboration
LD32938,Mysore,All India Institute of Speech and Hearing,3rd,AI,Instagram
LD32939,Varanasi,Central Hindu School,1st,Software Engineering,Collaboration
LD32940,Ahmedabad,Indian Institute of Technology Gandhinagar,1st,Business Analytics,Instagram
LD32941,Mysore,All India Institute of Speech and Hearing,1st,Robotics,LinkedIn
LD32942,Chennai,Indian Institute of Technology Madras,1st,Prompt Engineering,Google Form
LD32943,Hyderabad,Osmania University,1st,Prompt Engineering,Mass-Mailing
LD32944,Hyderabad,"Birla Institute of Technology and Science, Hyderabad",3rd,Finance,WhatsApp
LD32945,Pune,Fergusson College,1st,Software Engineering,LinkedIn
LD32946,Chennai,Madras Christian College,3rd,AI,Mass-Mailing
LD32947,Rishikesh,Parmarth Niketan,4th,Accounting,Collaboration
LD32948,Chennai,Anna University,3rd,Prompt Engineering,Instagram
LD32949,Shimla,Indian Institute of Advanced Study,3rd,Business Analytics,Mass-Mailing
LD32950,Lucknow,University of Lucknow,4th,Software Engineering,Mass-Mailing
LD32951,Hyderabad,Osmania University,3rd,Data Science,LinkedIn
LD32952,Pune,University of Pune,3rd,AI,WhatsApp
LD32953,Srinagar,University of Kashmir,4th,Accounting,College
LD32954,Udaipur,Pacific University,3rd,Software Engineering,Instagram
LD32955,Delhi,All India Institute of Medical Sciences,2nd,Data Analytics,Google Form
LD32956,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,4th,Data Science,Google Form
LD32957,Amritsar,Sri Guru Ram Das University of Health Sciences,1st,Finance,Instagram
LD32958,Udaipur,Mohanlal Sukhadia University,4th,Data Science,Mass-Mailing
LD32959,Delhi,Indian Institute of Technology Delhi,4th,Accounting,LinkedIn
LD32960,Hyderabad,Indian Institute of Technology Hyderabad,3rd,Business Analytics,Google Form
LD32961,Chennai,Madras Christian College,2nd,Finance,LinkedIn
LD32962,Hyderabad,"Jawaharlal Nehru Technological University, Hyderabad",2nd,Data Analytics,WhatsApp
LD32963,Rishikesh,"All India Institute of Medical Sciences, Rishikesh",2nd,Finance,Collaboration
LD32964,Chennai,Anna University,3rd,Data Analytics,College
LD32965,Ahmedabad,Indian Institute of Management Ahmedabad,2nd,AI,WhatsApp
LD32966,Delhi,University of Delhi,4th,Accounting,Collaboration
LD32967,Lucknow,Babasaheb Bhimrao Ambedkar University,2nd,Data Science,LinkedIn
LD32968,Agra,Dayalbagh Educational Institute,2nd,Electric Vehicle,WhatsApp
LD32969,Kolkata,Jadavpur University,1st,Accounting,Google Form
LD32970,Rishikesh,Sri Hemkunt Sahib Public School,1st,Business Analytics,Collaboration
LD32971,Jaipur,Manipal University Jaipur,1st,Electric Vehicle,Collaboration
LD32972,Chennai,Anna University,1st,Prompt Engineering,College
LD32973,Goa,National Institute of Oceanography,1st,Finance,Collaboration
LD32974,Agra,St. John's College,2nd,Robotics,Google Form
LD32975,Agra,Dayalbagh Educational Institute,1st,Finance,LinkedIn
LD32976,Bangalore,Bangalore University,3rd,Business Analytics,Collaboration
LD32977,Delhi,University of Delhi,2nd,Electric Vehicle,College
LD32978,Lucknow,King George's Medical University,1st,Electric Vehicle,Collaboration
LD32979,Pune,University of Pune,3rd,Electric Vehicle,WhatsApp
LD32980,Chennai,Madras Christian College,2nd,Finance,Collaboration
LD32981,Mumbai,Tata Institute of Social Sciences,2nd,Data Science,Google Form
LD32982,Goa,National Institute of Oceanography,4th,Prompt Engineering,Google Form
LD32983,Hyderabad,University of Hyderabad,1st,Data Analytics,Instagram
LD32984,Shimla,"DAV Centenary Public School, Shimla",4th,Software Engineering,Mass-Mailing
LD32985,Srinagar,"Government Medical College, Srinagar",2nd,Data Science,Instagram
LD32986,Chennai,Indian Institute of Technology Madras,1st,AI,College
LD32987,Ahmedabad,Nirma University,4th,Business Analytics,College
LD32988,Goa,Goa College of Engineering,1st,Prompt Engineering,Mass-Mailing
LD32989,Jaipur,"St. Xavier's College, Jaipur",3rd,Data Analytics,Instagram
LD32990,Jaipur,"Birla Institute of Technology and Science, Pilani",2nd,Robotics,Instagram
LD32991,Agra,Dr. Bhimrao Ambedkar University,3rd,Accounting,Mass-Mailing
LD32992,Ahmedabad,Gujarat University,3rd,AI,LinkedIn
LD32993,Mysore,"National Institute of Engineering, Mysore",2nd,Data Analytics,Instagram
LD32994,Pune,Fergusson College,4th,Robotics,Google Form
LD32995,Delhi,University of Delhi,3rd,Business Analytics,College
LD32996,Srinagar,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,3rd,Data Science,Instagram
LD32997,Amritsar,BBK DAV College for Women,1st,Business Analytics,LinkedIn
LD32998,Srinagar,"Government Medical College, Srinagar",4th,Prompt Engineering,Collaboration
LD32999,Mumbai,Tata Institute of Social Sciences,4th,Finance,Instagram
LD33000,Chennai,Indian Institute of Technology Madras,3rd,Data Science,Collaboration
LD33001,Lucknow,Babasaheb Bhimrao Ambedkar University,3rd,Robotics,Instagram
LD33002,Goa,Goa University,2nd,Prompt Engineering,Google Form
LD33003,Agra,Agra College,4th,Data Analytics,Instagram
LD33004,Kolkata,University of Calcutta,4th,Data Analytics,Instagram
LD33005,Lucknow,Indian Institute of Management Lucknow,3rd,Accounting,Google Form
LD33006,Ahmedabad,Nirma University,3rd,Data Science,WhatsApp
